bucket,group_id,item_id,label,token_length
200–400,news-48134c67218a6f16f425911780b8dd0b,news-48134c67218a6f16f425911780b8dd0b_human_written,0,338
600–800,news-4848cf49d6079f6e28a5b2bf2216912c,news-4848cf49d6079f6e28a5b2bf2216912c_ai_generated_qwen2.5-72b-instruct,2,776
800+,news-4848cf49d6079f6e28a5b2bf2216912c,news-4848cf49d6079f6e28a5b2bf2216912c_ai_generated_qwen2.5-72b-instruct_THEN_gpt-3.5-turbo,2,876
800+,news-4848cf49d6079f6e28a5b2bf2216912c,news-4848cf49d6079f6e28a5b2bf2216912c_human_ai_polished_gpt-4o-2024-11-20,1,803
800+,news-4848cf49d6079f6e28a5b2bf2216912c,news-4848cf49d6079f6e28a5b2bf2216912c_human_written,0,835
400–600,news-4c2f7d2ba836527981cacc9c866e7c1b,news-4c2f7d2ba836527981cacc9c866e7c1b_ai_generated_qwen2.5-72b-instruct,2,460
400–600,news-4c2f7d2ba836527981cacc9c866e7c1b,news-4c2f7d2ba836527981cacc9c866e7c1b_ai_generated_qwen2.5-72b-instruct_THEN_gpt-3.5-turbo,2,506
400–600,news-4c2f7d2ba836527981cacc9c866e7c1b,news-4c2f7d2ba836527981cacc9c866e7c1b_human_ai_polished_claude-3-5-sonnet-20241022,1,484
400–600,news-4c2f7d2ba836527981cacc9c866e7c1b,news-4c2f7d2ba836527981cacc9c866e7c1b_human_written,0,455
400–600,news-4df49a390b29925c7c4985ede05ed764,news-4df49a390b29925c7c4985ede05ed764_ai_generated_gpt-3.5-turbo,2,501
600–800,news-4df49a390b29925c7c4985ede05ed764,news-4df49a390b29925c7c4985ede05ed764_ai_generated_gpt-3.5-turbo_THEN_gpt-4o-2024-11-20,2,635
400–600,news-4df49a390b29925c7c4985ede05ed764,news-4df49a390b29925c7c4985ede05ed764_human_ai_polished_gpt-4o-2024-11-20,1,488
400–600,news-4df49a390b29925c7c4985ede05ed764,news-4df49a390b29925c7c4985ede05ed764_human_written,0,506
400–600,news-4e34075ac65503c7279df975b928b562,news-4e34075ac65503c7279df975b928b562_ai_generated_gemini-1.5-pro-002,2,489
400–600,news-4e34075ac65503c7279df975b928b562,news-4e34075ac65503c7279df975b928b562_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,522
400–600,news-4e34075ac65503c7279df975b928b562,news-4e34075ac65503c7279df975b928b562_human_ai_polished_gemini-1.5-pro-002,1,477
400–600,news-4e34075ac65503c7279df975b928b562,news-4e34075ac65503c7279df975b928b562_human_written,0,505
200–400,news-51207bf062a0bdf52cc23b708ada5565,news-51207bf062a0bdf52cc23b708ada5565_ai_generated_gemini-1.5-pro-002,2,323
200–400,news-51207bf062a0bdf52cc23b708ada5565,news-51207bf062a0bdf52cc23b708ada5565_ai_humanized_tool,3,389
200–400,news-51207bf062a0bdf52cc23b708ada5565,news-51207bf062a0bdf52cc23b708ada5565_human_ai_polished_gpt-3.5-turbo,1,339
200–400,news-51207bf062a0bdf52cc23b708ada5565,news-51207bf062a0bdf52cc23b708ada5565_human_written,0,321
0–200,news-51a14cedf41a255d7398030a507d7ee3,news-51a14cedf41a255d7398030a507d7ee3_ai_generated_qwen2.5-72b-instruct,2,120
0–200,news-51a14cedf41a255d7398030a507d7ee3,news-51a14cedf41a255d7398030a507d7ee3_ai_generated_qwen2.5-72b-instruct_THEN_gpt-4o-2024-11-20,2,122
0–200,news-51a14cedf41a255d7398030a507d7ee3,news-51a14cedf41a255d7398030a507d7ee3_human_ai_polished_gemini-1.5-pro-002,1,138
0–200,news-51a14cedf41a255d7398030a507d7ee3,news-51a14cedf41a255d7398030a507d7ee3_human_written,0,141
400–600,news-520c205ad67a1cab111a9d6cfe4b40ef,news-520c205ad67a1cab111a9d6cfe4b40ef_ai_generated_gpt-3.5-turbo,2,552
600–800,news-520c205ad67a1cab111a9d6cfe4b40ef,news-520c205ad67a1cab111a9d6cfe4b40ef_ai_humanized_human,3,600
400–600,news-520c205ad67a1cab111a9d6cfe4b40ef,news-520c205ad67a1cab111a9d6cfe4b40ef_human_ai_polished_gpt-4o-2024-11-20,1,566
400–600,news-520c205ad67a1cab111a9d6cfe4b40ef,news-520c205ad67a1cab111a9d6cfe4b40ef_human_written,0,556
0–200,news-52440f14e6d6f14c6be7ef2efb093a3e,news-52440f14e6d6f14c6be7ef2efb093a3e_ai_generated_qwen2.5-72b-instruct,2,135
0–200,news-52440f14e6d6f14c6be7ef2efb093a3e,news-52440f14e6d6f14c6be7ef2efb093a3e_ai_generated_qwen2.5-72b-instruct_THEN_gpt-3.5-turbo,2,140
0–200,news-52440f14e6d6f14c6be7ef2efb093a3e,news-52440f14e6d6f14c6be7ef2efb093a3e_human_ai_polished_gpt-3.5-turbo,1,138
0–200,news-52440f14e6d6f14c6be7ef2efb093a3e,news-52440f14e6d6f14c6be7ef2efb093a3e_human_written,0,165
400–600,news-527bbcfa6607fd5b05e6f61377c0f7c5,news-527bbcfa6607fd5b05e6f61377c0f7c5_ai_generated_qwen2.5-72b-instruct,2,535
400–600,news-527bbcfa6607fd5b05e6f61377c0f7c5,news-527bbcfa6607fd5b05e6f61377c0f7c5_ai_generated_qwen2.5-72b-instruct_THEN_gpt-4o-2024-11-20,2,543
400–600,news-527bbcfa6607fd5b05e6f61377c0f7c5,news-527bbcfa6607fd5b05e6f61377c0f7c5_human_ai_polished_gemini-1.5-pro-002,1,533
400–600,news-527bbcfa6607fd5b05e6f61377c0f7c5,news-527bbcfa6607fd5b05e6f61377c0f7c5_human_written,0,550
200–400,news-53bb09e1a324db5ea4600220acad30ab,news-53bb09e1a324db5ea4600220acad30ab_ai_generated_gpt-3.5-turbo,2,309
200–400,news-53bb09e1a324db5ea4600220acad30ab,news-53bb09e1a324db5ea4600220acad30ab_ai_humanized_tool,3,295
200–400,news-53bb09e1a324db5ea4600220acad30ab,news-53bb09e1a324db5ea4600220acad30ab_human_ai_polished_gpt-4o-2024-11-20,1,317
200–400,news-53bb09e1a324db5ea4600220acad30ab,news-53bb09e1a324db5ea4600220acad30ab_human_written,0,324
0–200,news-54339e62d0fb8b45c01c10be39b7c267,news-54339e62d0fb8b45c01c10be39b7c267_ai_generated_claude-3-5-sonnet-20241022,2,158
0–200,news-54339e62d0fb8b45c01c10be39b7c267,news-54339e62d0fb8b45c01c10be39b7c267_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-4o-2024-11-20,2,160
0–200,news-54339e62d0fb8b45c01c10be39b7c267,news-54339e62d0fb8b45c01c10be39b7c267_human_ai_polished_gpt-4o-2024-11-20,1,159
0–200,news-54339e62d0fb8b45c01c10be39b7c267,news-54339e62d0fb8b45c01c10be39b7c267_human_written,0,160
200–400,news-55411d30e0a3c6ec7fff01f6a95790dc,news-55411d30e0a3c6ec7fff01f6a95790dc_ai_generated_claude-3-5-sonnet-20241022,2,333
200–400,news-55411d30e0a3c6ec7fff01f6a95790dc,news-55411d30e0a3c6ec7fff01f6a95790dc_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,353
200–400,news-55411d30e0a3c6ec7fff01f6a95790dc,news-55411d30e0a3c6ec7fff01f6a95790dc_human_ai_polished_gpt-3.5-turbo,1,360
200–400,news-55411d30e0a3c6ec7fff01f6a95790dc,news-55411d30e0a3c6ec7fff01f6a95790dc_human_written,0,381
0–200,news-56f42b292fc9ee39be4d4b1dc2d09ff3,news-56f42b292fc9ee39be4d4b1dc2d09ff3_ai_generated_qwen2.5-72b-instruct,2,199
200–400,news-56f42b292fc9ee39be4d4b1dc2d09ff3,news-56f42b292fc9ee39be4d4b1dc2d09ff3_ai_generated_qwen2.5-72b-instruct_THEN_gpt-3.5-turbo,2,207
200–400,news-56f42b292fc9ee39be4d4b1dc2d09ff3,news-56f42b292fc9ee39be4d4b1dc2d09ff3_human_ai_polished_gpt-3.5-turbo,1,209
200–400,news-56f42b292fc9ee39be4d4b1dc2d09ff3,news-56f42b292fc9ee39be4d4b1dc2d09ff3_human_written,0,205
400–600,news-5756cdf34878433094af65f1a4f60833,news-5756cdf34878433094af65f1a4f60833_ai_generated_llama-3.3-70b-instruct,2,459
200–400,news-5756cdf34878433094af65f1a4f60833,news-5756cdf34878433094af65f1a4f60833_ai_generated_llama-3.3-70b-instruct_THEN_gpt-4o-2024-11-20,2,356
400–600,news-5756cdf34878433094af65f1a4f60833,news-5756cdf34878433094af65f1a4f60833_human_ai_polished_gpt-3.5-turbo,1,476
400–600,news-5756cdf34878433094af65f1a4f60833,news-5756cdf34878433094af65f1a4f60833_human_written,0,412
0–200,news-58bf7b36e8a8677f7220f6fb521fa9a8,news-58bf7b36e8a8677f7220f6fb521fa9a8_ai_generated_qwen2.5-72b-instruct,2,69
0–200,news-58bf7b36e8a8677f7220f6fb521fa9a8,news-58bf7b36e8a8677f7220f6fb521fa9a8_ai_humanized_human,3,61
0–200,news-58bf7b36e8a8677f7220f6fb521fa9a8,news-58bf7b36e8a8677f7220f6fb521fa9a8_human_ai_polished_gpt-3.5-turbo,1,65
0–200,news-58bf7b36e8a8677f7220f6fb521fa9a8,news-58bf7b36e8a8677f7220f6fb521fa9a8_human_written,0,65
400–600,news-59b989757efc6e68e72488fe2ecdb578,news-59b989757efc6e68e72488fe2ecdb578_ai_generated_llama-3.3-70b-instruct,2,470
400–600,news-59b989757efc6e68e72488fe2ecdb578,news-59b989757efc6e68e72488fe2ecdb578_ai_generated_llama-3.3-70b-instruct_THEN_gemini-1.5-pro-002,2,506
600–800,news-59b989757efc6e68e72488fe2ecdb578,news-59b989757efc6e68e72488fe2ecdb578_human_ai_polished_claude-3-5-sonnet-20241022,1,623
600–800,news-59b989757efc6e68e72488fe2ecdb578,news-59b989757efc6e68e72488fe2ecdb578_human_written,0,643
200–400,news-59d9c137db6753c3fc06293df11a728e,news-59d9c137db6753c3fc06293df11a728e_ai_generated_gpt-3.5-turbo,2,384
400–600,news-59d9c137db6753c3fc06293df11a728e,news-59d9c137db6753c3fc06293df11a728e_ai_humanized_human,3,413
200–400,news-59d9c137db6753c3fc06293df11a728e,news-59d9c137db6753c3fc06293df11a728e_human_ai_polished_claude-3-5-sonnet-20241022,1,399
200–400,news-59d9c137db6753c3fc06293df11a728e,news-59d9c137db6753c3fc06293df11a728e_human_written,0,359
200–400,news-5b8fbdbfd2380dccbdbd6ba8b38dfa76,news-5b8fbdbfd2380dccbdbd6ba8b38dfa76_ai_generated_gemini-1.5-pro-002,2,218
200–400,news-5b8fbdbfd2380dccbdbd6ba8b38dfa76,news-5b8fbdbfd2380dccbdbd6ba8b38dfa76_ai_generated_gemini-1.5-pro-002_THEN_gemini-1.5-pro-002,2,211
200–400,news-5b8fbdbfd2380dccbdbd6ba8b38dfa76,news-5b8fbdbfd2380dccbdbd6ba8b38dfa76_human_ai_polished_gpt-4o-2024-11-20,1,207
200–400,news-5b8fbdbfd2380dccbdbd6ba8b38dfa76,news-5b8fbdbfd2380dccbdbd6ba8b38dfa76_human_written,0,214
600–800,news-5bc6ef6e892e4f6952b144eac25b2d91,news-5bc6ef6e892e4f6952b144eac25b2d91_ai_generated_gemini-1.5-pro-002,2,601
400–600,news-5bc6ef6e892e4f6952b144eac25b2d91,news-5bc6ef6e892e4f6952b144eac25b2d91_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,500
400–600,news-5bc6ef6e892e4f6952b144eac25b2d91,news-5bc6ef6e892e4f6952b144eac25b2d91_human_ai_polished_gpt-3.5-turbo,1,539
400–600,news-5bc6ef6e892e4f6952b144eac25b2d91,news-5bc6ef6e892e4f6952b144eac25b2d91_human_written,0,528
200–400,news-5cf8b4dfb3203a33d334ed1306162e08,news-5cf8b4dfb3203a33d334ed1306162e08_ai_generated_llama-3.3-70b-instruct,2,343
200–400,news-5cf8b4dfb3203a33d334ed1306162e08,news-5cf8b4dfb3203a33d334ed1306162e08_ai_generated_llama-3.3-70b-instruct_THEN_claude-3-5-sonnet-20241022,2,385
200–400,news-5cf8b4dfb3203a33d334ed1306162e08,news-5cf8b4dfb3203a33d334ed1306162e08_human_ai_polished_gemini-1.5-pro-002,1,325
200–400,news-5cf8b4dfb3203a33d334ed1306162e08,news-5cf8b4dfb3203a33d334ed1306162e08_human_written,0,337
200–400,news-5e6165f2246a83f207997eb9f36a7a86,news-5e6165f2246a83f207997eb9f36a7a86_ai_generated_gpt-4o-2024-11-20,2,278
200–400,news-5e6165f2246a83f207997eb9f36a7a86,news-5e6165f2246a83f207997eb9f36a7a86_ai_generated_gpt-4o-2024-11-20_THEN_gpt-3.5-turbo,2,287
200–400,news-5e6165f2246a83f207997eb9f36a7a86,news-5e6165f2246a83f207997eb9f36a7a86_human_ai_polished_gemini-1.5-pro-002,1,330
200–400,news-5e6165f2246a83f207997eb9f36a7a86,news-5e6165f2246a83f207997eb9f36a7a86_human_written,0,291
200–400,news-5ecdbad1b91f8dea65b20ac86c84762c,news-5ecdbad1b91f8dea65b20ac86c84762c_ai_generated_gpt-4o-2024-11-20,2,224
200–400,news-5ecdbad1b91f8dea65b20ac86c84762c,news-5ecdbad1b91f8dea65b20ac86c84762c_ai_generated_gpt-4o-2024-11-20_THEN_gpt-4o-2024-11-20,2,244
200–400,news-5ecdbad1b91f8dea65b20ac86c84762c,news-5ecdbad1b91f8dea65b20ac86c84762c_human_ai_polished_claude-3-5-sonnet-20241022,1,238
200–400,news-5ecdbad1b91f8dea65b20ac86c84762c,news-5ecdbad1b91f8dea65b20ac86c84762c_human_written,0,281
200–400,news-5efbb74e1f506263d7e12a8fab84207a,news-5efbb74e1f506263d7e12a8fab84207a_ai_generated_claude-3-5-sonnet-20241022,2,387
400–600,news-5efbb74e1f506263d7e12a8fab84207a,news-5efbb74e1f506263d7e12a8fab84207a_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-4o-2024-11-20,2,419
400–600,news-5efbb74e1f506263d7e12a8fab84207a,news-5efbb74e1f506263d7e12a8fab84207a_human_ai_polished_gpt-4o-2024-11-20,1,480
400–600,news-5efbb74e1f506263d7e12a8fab84207a,news-5efbb74e1f506263d7e12a8fab84207a_human_written,0,474
200–400,news-608608a21e33da86132c78d17a075ae9,news-608608a21e33da86132c78d17a075ae9_ai_generated_llama-3.3-70b-instruct,2,315
200–400,news-608608a21e33da86132c78d17a075ae9,news-608608a21e33da86132c78d17a075ae9_ai_generated_llama-3.3-70b-instruct_THEN_claude-3-5-sonnet-20241022,2,322
200–400,news-608608a21e33da86132c78d17a075ae9,news-608608a21e33da86132c78d17a075ae9_human_ai_polished_gemini-1.5-pro-002,1,342
200–400,news-608608a21e33da86132c78d17a075ae9,news-608608a21e33da86132c78d17a075ae9_human_written,0,327
200–400,news-628a96c0c1abbfdfcdcfa7d93a175e63,news-628a96c0c1abbfdfcdcfa7d93a175e63_ai_generated_qwen2.5-72b-instruct,2,393
400–600,news-628a96c0c1abbfdfcdcfa7d93a175e63,news-628a96c0c1abbfdfcdcfa7d93a175e63_ai_generated_qwen2.5-72b-instruct_THEN_claude-3-5-sonnet-20241022,2,444
400–600,news-628a96c0c1abbfdfcdcfa7d93a175e63,news-628a96c0c1abbfdfcdcfa7d93a175e63_human_ai_polished_gpt-4o-2024-11-20,1,457
400–600,news-628a96c0c1abbfdfcdcfa7d93a175e63,news-628a96c0c1abbfdfcdcfa7d93a175e63_human_written,0,457
200–400,news-63238e92c0ace92ec706d7c41535c3ae,news-63238e92c0ace92ec706d7c41535c3ae_ai_generated_gpt-3.5-turbo,2,206
200–400,news-63238e92c0ace92ec706d7c41535c3ae,news-63238e92c0ace92ec706d7c41535c3ae_ai_generated_gpt-3.5-turbo_THEN_gemini-1.5-pro-002,2,237
200–400,news-63238e92c0ace92ec706d7c41535c3ae,news-63238e92c0ace92ec706d7c41535c3ae_human_ai_polished_claude-3-5-sonnet-20241022,1,250
200–400,news-63238e92c0ace92ec706d7c41535c3ae,news-63238e92c0ace92ec706d7c41535c3ae_human_written,0,231
400–600,news-647d197a81f1d5cfe8b1129d175bfafd,news-647d197a81f1d5cfe8b1129d175bfafd_ai_generated_claude-3-5-sonnet-20241022,2,576
600–800,news-647d197a81f1d5cfe8b1129d175bfafd,news-647d197a81f1d5cfe8b1129d175bfafd_ai_humanized_human,3,602
600–800,news-647d197a81f1d5cfe8b1129d175bfafd,news-647d197a81f1d5cfe8b1129d175bfafd_human_ai_polished_claude-3-5-sonnet-20241022,1,628
400–600,news-647d197a81f1d5cfe8b1129d175bfafd,news-647d197a81f1d5cfe8b1129d175bfafd_human_written,0,579
0–200,news-653f0378107f98a4a6249209d1ba8d3b,news-653f0378107f98a4a6249209d1ba8d3b_ai_generated_qwen2.5-72b-instruct,2,159
0–200,news-653f0378107f98a4a6249209d1ba8d3b,news-653f0378107f98a4a6249209d1ba8d3b_ai_generated_qwen2.5-72b-instruct_THEN_gpt-3.5-turbo,2,167
0–200,news-653f0378107f98a4a6249209d1ba8d3b,news-653f0378107f98a4a6249209d1ba8d3b_human_ai_polished_gpt-3.5-turbo,1,153
0–200,news-653f0378107f98a4a6249209d1ba8d3b,news-653f0378107f98a4a6249209d1ba8d3b_human_written,0,160
400–600,news-6a3fb5747358775af61f90a8e9e4c347,news-6a3fb5747358775af61f90a8e9e4c347_ai_generated_gpt-3.5-turbo,2,518
400–600,news-6a3fb5747358775af61f90a8e9e4c347,news-6a3fb5747358775af61f90a8e9e4c347_ai_generated_gpt-3.5-turbo_THEN_gpt-4o-2024-11-20,2,560
400–600,news-6a3fb5747358775af61f90a8e9e4c347,news-6a3fb5747358775af61f90a8e9e4c347_human_ai_polished_gemini-1.5-pro-002,1,550
400–600,news-6a3fb5747358775af61f90a8e9e4c347,news-6a3fb5747358775af61f90a8e9e4c347_human_written,0,522
600–800,news-6acd551bf059abce67252e77c3b9de2a,news-6acd551bf059abce67252e77c3b9de2a_ai_generated_gemini-1.5-pro-002,2,679
800+,news-6acd551bf059abce67252e77c3b9de2a,news-6acd551bf059abce67252e77c3b9de2a_ai_humanized_tool,3,805
600–800,news-6acd551bf059abce67252e77c3b9de2a,news-6acd551bf059abce67252e77c3b9de2a_human_ai_polished_gpt-3.5-turbo,1,669
600–800,news-6acd551bf059abce67252e77c3b9de2a,news-6acd551bf059abce67252e77c3b9de2a_human_written,0,669
200–400,news-6c4e5bec5c67913f3e8e7de644d9ba87,news-6c4e5bec5c67913f3e8e7de644d9ba87_ai_generated_gemini-1.5-pro-002,2,342
200–400,news-6c4e5bec5c67913f3e8e7de644d9ba87,news-6c4e5bec5c67913f3e8e7de644d9ba87_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,364
200–400,news-6c4e5bec5c67913f3e8e7de644d9ba87,news-6c4e5bec5c67913f3e8e7de644d9ba87_human_ai_polished_gpt-3.5-turbo,1,341
200–400,news-6c4e5bec5c67913f3e8e7de644d9ba87,news-6c4e5bec5c67913f3e8e7de644d9ba87_human_written,0,351
200–400,news-6df76ea24b6521330f17450c3aa3be7d,news-6df76ea24b6521330f17450c3aa3be7d_ai_generated_qwen2.5-72b-instruct,2,268
200–400,news-6df76ea24b6521330f17450c3aa3be7d,news-6df76ea24b6521330f17450c3aa3be7d_ai_generated_qwen2.5-72b-instruct_THEN_gemini-1.5-pro-002,2,237
200–400,news-6df76ea24b6521330f17450c3aa3be7d,news-6df76ea24b6521330f17450c3aa3be7d_human_ai_polished_claude-3-5-sonnet-20241022,1,269
200–400,news-6df76ea24b6521330f17450c3aa3be7d,news-6df76ea24b6521330f17450c3aa3be7d_human_written,0,266
400–600,news-6f2ef8bd9694d17063075d41c16615a5,news-6f2ef8bd9694d17063075d41c16615a5_ai_generated_gpt-4o-2024-11-20,2,444
400–600,news-6f2ef8bd9694d17063075d41c16615a5,news-6f2ef8bd9694d17063075d41c16615a5_ai_generated_gpt-4o-2024-11-20_THEN_gemini-1.5-pro-002,2,448
400–600,news-6f2ef8bd9694d17063075d41c16615a5,news-6f2ef8bd9694d17063075d41c16615a5_human_ai_polished_gemini-1.5-pro-002,1,467
400–600,news-6f2ef8bd9694d17063075d41c16615a5,news-6f2ef8bd9694d17063075d41c16615a5_human_written,0,440
600–800,news-711ab6e303b082c48f37db7d316c14c3,news-711ab6e303b082c48f37db7d316c14c3_ai_generated_qwen2.5-72b-instruct,2,647
600–800,news-711ab6e303b082c48f37db7d316c14c3,news-711ab6e303b082c48f37db7d316c14c3_ai_generated_qwen2.5-72b-instruct_THEN_claude-3-5-sonnet-20241022,2,702
600–800,news-711ab6e303b082c48f37db7d316c14c3,news-711ab6e303b082c48f37db7d316c14c3_human_ai_polished_gemini-1.5-pro-002,1,675
600–800,news-711ab6e303b082c48f37db7d316c14c3,news-711ab6e303b082c48f37db7d316c14c3_human_written,0,695
200–400,news-7387fca1b4c3a0bf05d107eff4ffcda1,news-7387fca1b4c3a0bf05d107eff4ffcda1_ai_generated_gpt-4o-2024-11-20,2,208
200–400,news-7387fca1b4c3a0bf05d107eff4ffcda1,news-7387fca1b4c3a0bf05d107eff4ffcda1_ai_generated_gpt-4o-2024-11-20_THEN_gpt-4o-2024-11-20,2,329
200–400,news-7387fca1b4c3a0bf05d107eff4ffcda1,news-7387fca1b4c3a0bf05d107eff4ffcda1_human_ai_polished_claude-3-5-sonnet-20241022,1,329
200–400,news-7387fca1b4c3a0bf05d107eff4ffcda1,news-7387fca1b4c3a0bf05d107eff4ffcda1_human_written,0,332
0–200,news-73cd355c152473157b520052be32ecef,news-73cd355c152473157b520052be32ecef_ai_generated_qwen2.5-72b-instruct,2,125
0–200,news-73cd355c152473157b520052be32ecef,news-73cd355c152473157b520052be32ecef_ai_generated_qwen2.5-72b-instruct_THEN_gemini-1.5-pro-002,2,161
0–200,news-73cd355c152473157b520052be32ecef,news-73cd355c152473157b520052be32ecef_human_ai_polished_gpt-4o-2024-11-20,1,132
0–200,news-73cd355c152473157b520052be32ecef,news-73cd355c152473157b520052be32ecef_human_written,0,135
600–800,news-758a4de5924be5721d49cab7abd147cc,news-758a4de5924be5721d49cab7abd147cc_ai_generated_gpt-4o-2024-11-20,2,775
800+,news-758a4de5924be5721d49cab7abd147cc,news-758a4de5924be5721d49cab7abd147cc_ai_generated_gpt-4o-2024-11-20_THEN_gpt-4o-2024-11-20,2,935
800+,news-758a4de5924be5721d49cab7abd147cc,news-758a4de5924be5721d49cab7abd147cc_human_ai_polished_gpt-4o-2024-11-20,1,1268
800+,news-758a4de5924be5721d49cab7abd147cc,news-758a4de5924be5721d49cab7abd147cc_human_written,0,971
200–400,news-75bbf126a24c6e5dcd6c7d68ab21aa4d,news-75bbf126a24c6e5dcd6c7d68ab21aa4d_ai_generated_claude-3-5-sonnet-20241022,2,315
200–400,news-75bbf126a24c6e5dcd6c7d68ab21aa4d,news-75bbf126a24c6e5dcd6c7d68ab21aa4d_ai_generated_claude-3-5-sonnet-20241022_THEN_gemini-1.5-pro-002,2,307
200–400,news-75bbf126a24c6e5dcd6c7d68ab21aa4d,news-75bbf126a24c6e5dcd6c7d68ab21aa4d_human_ai_polished_gpt-4o-2024-11-20,1,311
200–400,news-75bbf126a24c6e5dcd6c7d68ab21aa4d,news-75bbf126a24c6e5dcd6c7d68ab21aa4d_human_written,0,311
200–400,news-75e9d0c642608139128be5d28e14b004,news-75e9d0c642608139128be5d28e14b004_ai_generated_gpt-4o-2024-11-20,2,265
200–400,news-75e9d0c642608139128be5d28e14b004,news-75e9d0c642608139128be5d28e14b004_ai_generated_gpt-4o-2024-11-20_THEN_gemini-1.5-pro-002,2,386
200–400,news-75e9d0c642608139128be5d28e14b004,news-75e9d0c642608139128be5d28e14b004_human_ai_polished_gemini-1.5-pro-002,1,380
200–400,news-75e9d0c642608139128be5d28e14b004,news-75e9d0c642608139128be5d28e14b004_human_written,0,377
200–400,news-766b9e4a0b12bbfe77ca27a81b5f377d,news-766b9e4a0b12bbfe77ca27a81b5f377d_ai_generated_gemini-1.5-pro-002,2,312
200–400,news-766b9e4a0b12bbfe77ca27a81b5f377d,news-766b9e4a0b12bbfe77ca27a81b5f377d_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,313
200–400,news-766b9e4a0b12bbfe77ca27a81b5f377d,news-766b9e4a0b12bbfe77ca27a81b5f377d_human_ai_polished_claude-3-5-sonnet-20241022,1,317
200–400,news-766b9e4a0b12bbfe77ca27a81b5f377d,news-766b9e4a0b12bbfe77ca27a81b5f377d_human_written,0,310
0–200,news-773a11453204380344e43dd568bef9cf,news-773a11453204380344e43dd568bef9cf_ai_generated_qwen2.5-72b-instruct,2,70
0–200,news-773a11453204380344e43dd568bef9cf,news-773a11453204380344e43dd568bef9cf_ai_humanized_tool,3,84
0–200,news-773a11453204380344e43dd568bef9cf,news-773a11453204380344e43dd568bef9cf_human_ai_polished_gpt-4o-2024-11-20,1,69
0–200,news-773a11453204380344e43dd568bef9cf,news-773a11453204380344e43dd568bef9cf_human_written,0,67
200–400,news-7853d2e7dd636b46b71fce58b93f7b69,news-7853d2e7dd636b46b71fce58b93f7b69_ai_generated_claude-3-5-sonnet-20241022,2,362
200–400,news-7853d2e7dd636b46b71fce58b93f7b69,news-7853d2e7dd636b46b71fce58b93f7b69_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,359
400–600,news-7853d2e7dd636b46b71fce58b93f7b69,news-7853d2e7dd636b46b71fce58b93f7b69_human_ai_polished_gpt-4o-2024-11-20,1,409
400–600,news-7853d2e7dd636b46b71fce58b93f7b69,news-7853d2e7dd636b46b71fce58b93f7b69_human_written,0,421
200–400,news-78bca0599f7f85993756af87813bc661,news-78bca0599f7f85993756af87813bc661_ai_generated_claude-3-5-sonnet-20241022,2,388
200–400,news-78bca0599f7f85993756af87813bc661,news-78bca0599f7f85993756af87813bc661_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,395
200–400,news-78bca0599f7f85993756af87813bc661,news-78bca0599f7f85993756af87813bc661_human_ai_polished_gpt-4o-2024-11-20,1,372
200–400,news-78bca0599f7f85993756af87813bc661,news-78bca0599f7f85993756af87813bc661_human_written,0,379
200–400,news-7979ebf345a8dde02f5a67f1b717ac40,news-7979ebf345a8dde02f5a67f1b717ac40_ai_generated_qwen2.5-72b-instruct,2,366
200–400,news-7979ebf345a8dde02f5a67f1b717ac40,news-7979ebf345a8dde02f5a67f1b717ac40_ai_generated_qwen2.5-72b-instruct_THEN_claude-3-5-sonnet-20241022,2,399
200–400,news-7979ebf345a8dde02f5a67f1b717ac40,news-7979ebf345a8dde02f5a67f1b717ac40_human_ai_polished_claude-3-5-sonnet-20241022,1,368
200–400,news-7979ebf345a8dde02f5a67f1b717ac40,news-7979ebf345a8dde02f5a67f1b717ac40_human_written,0,376
200–400,news-7a14933d4840032b76d2045f75615a18,news-7a14933d4840032b76d2045f75615a18_ai_generated_llama-3.3-70b-instruct,2,330
200–400,news-7a14933d4840032b76d2045f75615a18,news-7a14933d4840032b76d2045f75615a18_ai_generated_llama-3.3-70b-instruct_THEN_gpt-4o-2024-11-20,2,331
200–400,news-7a14933d4840032b76d2045f75615a18,news-7a14933d4840032b76d2045f75615a18_human_ai_polished_gemini-1.5-pro-002,1,342
200–400,news-7a14933d4840032b76d2045f75615a18,news-7a14933d4840032b76d2045f75615a18_human_written,0,330
200–400,news-7b0b54181f61a639112dd8bf8f71f9c7,news-7b0b54181f61a639112dd8bf8f71f9c7_ai_generated_claude-3-5-sonnet-20241022,2,302
200–400,news-7b0b54181f61a639112dd8bf8f71f9c7,news-7b0b54181f61a639112dd8bf8f71f9c7_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,291
